sample_id,company,company_code,sector,year,quarter,report_type,report_url,filing_date,mda_text,text_length,word_count,revenue_growth,net_profit_growth,revenue,net_profit,sentiment_tilt,negative_indicators_count,overall_tone,confidence_level,optimism_score,uncertainty_level,forward_looking,urgency_concern,key_positive_phrases,key_negative_phrases,main_themes,labeler_notes,labeling_confidence,labeling_date,review_needed
ntilt_055,Zee Entertainment Enterprises Limited,ZEEL,Media,2020,Annual,annual,https://www.bseindia.com/xml-data/corpfiling/ZEEL_2020_Annual.pdf,20/05/2020,"The fiscal year concluded with mixed results as the company faced headwinds from challenging market conditions while demonstrating operational resilience. Our performance reflected the broader industry trends, with certain segments showing stability while others experienced pressure.

Revenue for the year declined marginally by 0% to ₹46803.71042733908 crores, primarily due to softer demand in select segments. However, we maintained market share in key categories and saw positive momentum in our newer product lines. Pricing remained under pressure due to competitive dynamics, though we implemented selective price increases where market conditions permitted.

Net profit decreased to ₹3751.7948604581497 crores from ₹6039.399424474757 crores in the previous year, mainly due to higher input costs and increased investment in growth initiatives. While profitability was impacted, we maintained healthy cash generation and continued to invest in long-term capabilities. Return on equity stood at 13.807363906891197%, though below our medium-term targets.

Working capital management remained a focus area, with improvement in inventory turnover despite challenging demand conditions. We implemented several digital initiatives to enhance operational efficiency and customer experience. Technology investments increased during the year as we accelerated our digital transformation journey.

The regulatory environment remained dynamic with several policy changes affecting our industry. We maintained active engagement with regulatory bodies and industry forums to ensure compliance while advocating for business-friendly policies. Sustainability initiatives gained momentum with increased investment in environmental and social programs.

Management believes that while near-term challenges may persist, the company is well-positioned to capitalize on emerging opportunities. We remain committed to our strategic priorities while maintaining financial discipline and operational excellence.",1995,256,1.7122349944053639,-17.942119660474255,46803.71042733908,3751.7948604581497,mild_negative,8,,,,,,,,,,,,,
ntilt_056,SpiceJet Limited,SPICEJET,Aviation,2021,Q4,quarterly,https://www.bseindia.com/xml-data/corpfiling/SPICEJET_2021_Q4.pdf,23/05/2021,"The fiscal year marked another period of strong performance for the company, with robust growth across key business segments and improved profitability metrics. Market conditions were generally favorable, and we successfully executed our strategic initiatives while maintaining operational excellence.

Revenue increased by 14.264244396292138% to ₹34161.29688437399 crores, driven by strong demand across our product portfolio and successful market share gains. Our focus on innovation and customer satisfaction yielded positive results, with new product launches contributing significantly to growth. Pricing remained healthy with improved realization across segments.

Net profit grew by 24.93811027541271% to ₹5256.630692423508 crores, reflecting operational efficiency improvements and effective cost management. Return on equity improved to 22.15291225397405%, demonstrating strong capital utilization. We maintained healthy margins while investing in future growth opportunities and capacity expansion.

Cash flow generation remained robust at ₹8660.494263793193 crores, providing flexibility for strategic investments and shareholder returns. Working capital management improved with better inventory turnover and collection efficiency. The balance sheet remained strong with comfortable debt levels and adequate liquidity.

We continued to strengthen our market position through strategic partnerships and expansion into new geographies. Digital transformation initiatives showed positive results with improved operational efficiency and enhanced customer experience. Sustainability programs gained momentum with measurable improvements in environmental performance.

Looking ahead, we are optimistic about growth prospects given our strong market position and robust pipeline of opportunities. The management team remains committed to delivering sustainable value creation while maintaining our focus on operational excellence and innovation.",1951,239,14.264244396292138,24.93811027541271,34161.29688437399,5256.630692423508,positive,0,,,,,,,,,,,,,
ntilt_057,Sun Pharmaceutical Industries Limited,SUNPHARMA,Pharmaceuticals,2022,Annual,annual,https://www.bseindia.com/xml-data/corpfiling/SUNPHARMA_2022_Annual.pdf,21/06/2022,"The fiscal year concluded with mixed results as the company faced headwinds from challenging market conditions while demonstrating operational resilience. Our performance reflected the broader industry trends, with certain segments showing stability while others experienced pressure.

Revenue for the year declined marginally by 4.961227397485753% to ₹8539.070186004987 crores, primarily due to softer demand in select segments. However, we maintained market share in key categories and saw positive momentum in our newer product lines. Pricing remained under pressure due to competitive dynamics, though we implemented selective price increases where market conditions permitted.

Net profit decreased to ₹1010.2214393032187 crores from ₹942.4921776164434 crores in the previous year, mainly due to higher input costs and increased investment in growth initiatives. While profitability was impacted, we maintained healthy cash generation and continued to invest in long-term capabilities. Return on equity stood at 12.069771211599495%, though below our medium-term targets.

Working capital management remained a focus area, with improvement in inventory turnover despite challenging demand conditions. We implemented several digital initiatives to enhance operational efficiency and customer experience. Technology investments increased during the year as we accelerated our digital transformation journey.

The regulatory environment remained dynamic with several policy changes affecting our industry. We maintained active engagement with regulatory bodies and industry forums to ensure compliance while advocating for business-friendly policies. Sustainability initiatives gained momentum with increased investment in environmental and social programs.

Management believes that while near-term challenges may persist, the company is well-positioned to capitalize on emerging opportunities. We remain committed to our strategic priorities while maintaining financial discipline and operational excellence.",2011,256,4.961227397485753,-16.04212515539027,8539.070186004987,1010.2214393032187,mild_negative,8,,,,,,,,,,,,,
ntilt_058,Tata Motors Limited,TATAMOTORS,Automotive,2020,Q4,quarterly,https://www.bseindia.com/xml-data/corpfiling/TATAMOTORS_2020_Q4.pdf,30/05/2020,"The fiscal year marked another period of strong performance for the company, with robust growth across key business segments and improved profitability metrics. Market conditions were generally favorable, and we successfully executed our strategic initiatives while maintaining operational excellence.

Revenue increased by 16.92787252151268% to ₹18156.396814947573 crores, driven by strong demand across our product portfolio and successful market share gains. Our focus on innovation and customer satisfaction yielded positive results, with new product launches contributing significantly to growth. Pricing remained healthy with improved realization across segments.

Net profit grew by 38.18466900217997% to ₹2152.429882080146 crores, reflecting operational efficiency improvements and effective cost management. Return on equity improved to 23.50922985330346%, demonstrating strong capital utilization. We maintained healthy margins while investing in future growth opportunities and capacity expansion.

Cash flow generation remained robust at ₹5981.576927245383 crores, providing flexibility for strategic investments and shareholder returns. Working capital management improved with better inventory turnover and collection efficiency. The balance sheet remained strong with comfortable debt levels and adequate liquidity.

We continued to strengthen our market position through strategic partnerships and expansion into new geographies. Digital transformation initiatives showed positive results with improved operational efficiency and enhanced customer experience. Sustainability programs gained momentum with measurable improvements in environmental performance.

Looking ahead, we are optimistic about growth prospects given our strong market position and robust pipeline of opportunities. The management team remains committed to delivering sustainable value creation while maintaining our focus on operational excellence and innovation.",1951,239,16.92787252151268,38.18466900217997,18156.396814947573,2152.429882080146,positive,0,,,,,,,,,,,,,
ntilt_059,Adani Ports and Special Economic Zone Limited,ADANIPORTS,Infrastructure,2021,Annual,annual,https://www.bseindia.com/xml-data/corpfiling/ADANIPORTS_2021_Annual.pdf,30/07/2021,"The fiscal year has been characterized by unprecedented challenges that have significantly impacted our operational and financial performance. Market conditions remained extremely difficult, with heightened competition and regulatory pressures creating substantial headwinds for our business operations.

Our revenue declined by {revenue_decline}% to ₹{revenue} crores, primarily due to reduced demand and pricing pressures across key segments. The company faced severe margin compression as input costs escalated while pricing power remained constrained. Operating expenses increased by {opex_increase}% despite cost optimization initiatives, reflecting the challenging business environment.

We reported a net loss of ₹{net_loss} crores compared to a profit of ₹{prev_profit} crores in the previous year. The deterioration in profitability was primarily attributable to lower volumes, increased provisioning requirements, and one-time charges related to restructuring activities. Cash flow from operations turned negative at ₹{negative_cash_flow} crores, necessitating additional borrowings to meet working capital requirements.

The regulatory environment has become increasingly complex, with new compliance requirements adding to our operational burden. Several ongoing investigations and legal proceedings have created uncertainty about potential future liabilities. Credit rating agencies have placed our ratings under review, citing deteriorating financial metrics and challenging industry dynamics.

Management has implemented aggressive cost reduction measures including workforce rationalization and capacity optimization. However, the uncertain macroeconomic environment and continued industry headwinds make the recovery timeline highly unpredictable. We remain cautiously pessimistic about near-term prospects given the persistent challenges facing our sector.",1874,228,8.775147018242581,37.67800514460975,5456.571538713725,724.685728037412,negative,20,,,,,,,,,,,,,
ntilt_060,Avenue Supermarts Limited,DMART,Retail,2021,Annual,annual,https://www.bseindia.com/xml-data/corpfiling/DMART_2021_Annual.pdf,25/06/2021,"The fiscal year marked another period of strong performance for the company, with robust growth across key business segments and improved profitability metrics. Market conditions were generally favorable, and we successfully executed our strategic initiatives while maintaining operational excellence.

Revenue increased by 19.66997796208077% to ₹12265.400030351842 crores, driven by strong demand across our product portfolio and successful market share gains. Our focus on innovation and customer satisfaction yielded positive results, with new product launches contributing significantly to growth. Pricing remained healthy with improved realization across segments.

Net profit grew by 20.99245791180138% to ₹1965.2351529602352 crores, reflecting operational efficiency improvements and effective cost management. Return on equity improved to 21.673004911591704%, demonstrating strong capital utilization. We maintained healthy margins while investing in future growth opportunities and capacity expansion.

Cash flow generation remained robust at ₹6386.322299287779 crores, providing flexibility for strategic investments and shareholder returns. Working capital management improved with better inventory turnover and collection efficiency. The balance sheet remained strong with comfortable debt levels and adequate liquidity.

We continued to strengthen our market position through strategic partnerships and expansion into new geographies. Digital transformation initiatives showed positive results with improved operational efficiency and enhanced customer experience. Sustainability programs gained momentum with measurable improvements in environmental performance.

Looking ahead, we are optimistic about growth prospects given our strong market position and robust pipeline of opportunities. The management team remains committed to delivering sustainable value creation while maintaining our focus on operational excellence and innovation.",1953,239,19.66997796208077,20.99245791180138,12265.400030351842,1965.2351529602352,positive,0,,,,,,,,,,,,,
ntilt_061,Zee Entertainment Enterprises Limited,ZEEL,Media,2020,Q4,quarterly,https://www.bseindia.com/xml-data/corpfiling/ZEEL_2020_Q4.pdf,22/06/2020,"The fiscal year concluded with mixed results as the company faced headwinds from challenging market conditions while demonstrating operational resilience. Our performance reflected the broader industry trends, with certain segments showing stability while others experienced pressure.

Revenue for the year declined marginally by 2.3930475009376853% to ₹48031.49055240461 crores, primarily due to softer demand in select segments. However, we maintained market share in key categories and saw positive momentum in our newer product lines. Pricing remained under pressure due to competitive dynamics, though we implemented selective price increases where market conditions permitted.

Net profit decreased to ₹4707.417142417737 crores from ₹5108.008609998492 crores in the previous year, mainly due to higher input costs and increased investment in growth initiatives. While profitability was impacted, we maintained healthy cash generation and continued to invest in long-term capabilities. Return on equity stood at 16.224223294409434%, though below our medium-term targets.

Working capital management remained a focus area, with improvement in inventory turnover despite challenging demand conditions. We implemented several digital initiatives to enhance operational efficiency and customer experience. Technology investments increased during the year as we accelerated our digital transformation journey.

The regulatory environment remained dynamic with several policy changes affecting our industry. We maintained active engagement with regulatory bodies and industry forums to ensure compliance while advocating for business-friendly policies. Sustainability initiatives gained momentum with increased investment in environmental and social programs.

Management believes that while near-term challenges may persist, the company is well-positioned to capitalize on emerging opportunities. We remain committed to our strategic priorities while maintaining financial discipline and operational excellence.",2011,256,2.3930475009376853,-15.418672408476823,48031.49055240461,4707.417142417737,mild_negative,8,,,,,,,,,,,,,
ntilt_062,Lupin Limited,LUPIN,Pharmaceuticals,2020,Q3,quarterly,https://www.bseindia.com/xml-data/corpfiling/LUPIN_2020_Q3.pdf,21/01/2020,"The fiscal year concluded with mixed results as the company faced headwinds from challenging market conditions while demonstrating operational resilience. Our performance reflected the broader industry trends, with certain segments showing stability while others experienced pressure.

Revenue for the year declined marginally by 1.8503691532619975% to ₹35409.447094740666 crores, primarily due to softer demand in select segments. However, we maintained market share in key categories and saw positive momentum in our newer product lines. Pricing remained under pressure due to competitive dynamics, though we implemented selective price increases where market conditions permitted.

Net profit decreased to ₹5000.010777021046 crores from ₹5260.361156639416 crores in the previous year, mainly due to higher input costs and increased investment in growth initiatives. While profitability was impacted, we maintained healthy cash generation and continued to invest in long-term capabilities. Return on equity stood at 15.222304400195128%, though below our medium-term targets.

Working capital management remained a focus area, with improvement in inventory turnover despite challenging demand conditions. We implemented several digital initiatives to enhance operational efficiency and customer experience. Technology investments increased during the year as we accelerated our digital transformation journey.

The regulatory environment remained dynamic with several policy changes affecting our industry. We maintained active engagement with regulatory bodies and industry forums to ensure compliance while advocating for business-friendly policies. Sustainability initiatives gained momentum with increased investment in environmental and social programs.

Management believes that while near-term challenges may persist, the company is well-positioned to capitalize on emerging opportunities. We remain committed to our strategic priorities while maintaining financial discipline and operational excellence.",2012,256,1.8503691532619975,-1.076527996372917,35409.447094740666,5000.010777021046,mild_negative,8,,,,,,,,,,,,,
ntilt_063,SpiceJet Limited,SPICEJET,Aviation,2020,Q3,quarterly,https://www.bseindia.com/xml-data/corpfiling/SPICEJET_2020_Q3.pdf,24/01/2020,"The fiscal year marked another period of strong performance for the company, with robust growth across key business segments and improved profitability metrics. Market conditions were generally favorable, and we successfully executed our strategic initiatives while maintaining operational excellence.

Revenue increased by 9.546936210699636% to ₹23614.800312458585 crores, driven by strong demand across our product portfolio and successful market share gains. Our focus on innovation and customer satisfaction yielded positive results, with new product launches contributing significantly to growth. Pricing remained healthy with improved realization across segments.

Net profit grew by 23.327695066423047% to ₹3825.395532656057 crores, reflecting operational efficiency improvements and effective cost management. Return on equity improved to 21.863524018100318%, demonstrating strong capital utilization. We maintained healthy margins while investing in future growth opportunities and capacity expansion.

Cash flow generation remained robust at ₹7739.7315902761 crores, providing flexibility for strategic investments and shareholder returns. Working capital management improved with better inventory turnover and collection efficiency. The balance sheet remained strong with comfortable debt levels and adequate liquidity.

We continued to strengthen our market position through strategic partnerships and expansion into new geographies. Digital transformation initiatives showed positive results with improved operational efficiency and enhanced customer experience. Sustainability programs gained momentum with measurable improvements in environmental performance.

Looking ahead, we are optimistic about growth prospects given our strong market position and robust pipeline of opportunities. The management team remains committed to delivering sustainable value creation while maintaining our focus on operational excellence and innovation.",1951,239,9.546936210699636,23.327695066423047,23614.800312458585,3825.395532656057,positive,0,,,,,,,,,,,,,
ntilt_064,Tata Steel Limited,TATASTEEL,Steel,2021,Q2,quarterly,https://www.bseindia.com/xml-data/corpfiling/TATASTEEL_2021_Q2.pdf,25/10/2021,"The fiscal year concluded with mixed results as the company faced headwinds from challenging market conditions while demonstrating operational resilience. Our performance reflected the broader industry trends, with certain segments showing stability while others experienced pressure.

Revenue for the year declined marginally by 0% to ₹44268.139685013506 crores, primarily due to softer demand in select segments. However, we maintained market share in key categories and saw positive momentum in our newer product lines. Pricing remained under pressure due to competitive dynamics, though we implemented selective price increases where market conditions permitted.

Net profit decreased to ₹4178.787388046056 crores from ₹4952.91078953708 crores in the previous year, mainly due to higher input costs and increased investment in growth initiatives. While profitability was impacted, we maintained healthy cash generation and continued to invest in long-term capabilities. Return on equity stood at 12.176789880874251%, though below our medium-term targets.

Working capital management remained a focus area, with improvement in inventory turnover despite challenging demand conditions. We implemented several digital initiatives to enhance operational efficiency and customer experience. Technology investments increased during the year as we accelerated our digital transformation journey.

The regulatory environment remained dynamic with several policy changes affecting our industry. We maintained active engagement with regulatory bodies and industry forums to ensure compliance while advocating for business-friendly policies. Sustainability initiatives gained momentum with increased investment in environmental and social programs.

Management believes that while near-term challenges may persist, the company is well-positioned to capitalize on emerging opportunities. We remain committed to our strategic priorities while maintaining financial discipline and operational excellence.",1994,256,0.07119920821670256,-4.48341061592823,44268.139685013506,4178.787388046056,mild_negative,8,,,,,,,,,,,,,
ntilt_065,ICICI Bank Limited,ICICIBANK,Banking,2019,Q4,quarterly,https://www.bseindia.com/xml-data/corpfiling/ICICIBANK_2019_Q4.pdf,25/05/2019,"The reporting period has been marked by significant operational disruptions and financial stress that have adversely affected our business performance. Industry fundamentals remained weak throughout the year, with oversupply conditions and intense competitive pressures severely impacting pricing and margins.

Total income decreased by {revenue_decline}% to ₹{revenue} crores as demand contracted across most business segments. The company struggled with inventory management issues, leading to increased carrying costs and potential write-downs. Raw material inflation and supply chain disruptions further compressed margins, with gross profit declining by {margin_decline}%.

We incurred a substantial net loss of ₹{net_loss} crores, reflecting the severity of market conditions and operational challenges. Working capital requirements increased significantly due to slower collections and extended payment cycles, straining our liquidity position. The debt-to-equity ratio deteriorated to {debt_equity_ratio}, raising concerns about financial stability.

Regulatory compliance costs have escalated substantially, with new environmental norms requiring significant capital expenditure. Several facilities faced temporary shutdowns due to regulatory non-compliance issues, further impacting production volumes. Customer concentration risks have increased as smaller clients reduced their orders due to economic pressures.

The management team is exploring strategic alternatives including asset divestments and partnership opportunities to strengthen the balance sheet. However, the challenging market conditions and limited access to credit markets constrain our strategic options. The outlook remains highly uncertain with significant downside risks to our business model.",1776,220,16.337796896010794,23.471492018608362,42333.187560280865,4433.493010889171,negative,21,,,,,,,,,,,,,
ntilt_066,Zee Entertainment Enterprises Limited,ZEEL,Media,2022,Q3,quarterly,https://www.bseindia.com/xml-data/corpfiling/ZEEL_2022_Q3.pdf,24/01/2022,"The fiscal year marked another period of strong performance for the company, with robust growth across key business segments and improved profitability metrics. Market conditions were generally favorable, and we successfully executed our strategic initiatives while maintaining operational excellence.

Revenue increased by 21.720407813015505% to ₹21777.83124432984 crores, driven by strong demand across our product portfolio and successful market share gains. Our focus on innovation and customer satisfaction yielded positive results, with new product launches contributing significantly to growth. Pricing remained healthy with improved realization across segments.

Net profit grew by 36.03554040644359% to ₹2708.1465086438748 crores, reflecting operational efficiency improvements and effective cost management. Return on equity improved to 20.90256269493713%, demonstrating strong capital utilization. We maintained healthy margins while investing in future growth opportunities and capacity expansion.

Cash flow generation remained robust at ₹7352.404756639142 crores, providing flexibility for strategic investments and shareholder returns. Working capital management improved with better inventory turnover and collection efficiency. The balance sheet remained strong with comfortable debt levels and adequate liquidity.

We continued to strengthen our market position through strategic partnerships and expansion into new geographies. Digital transformation initiatives showed positive results with improved operational efficiency and enhanced customer experience. Sustainability programs gained momentum with measurable improvements in environmental performance.

Looking ahead, we are optimistic about growth prospects given our strong market position and robust pipeline of opportunities. The management team remains committed to delivering sustainable value creation while maintaining our focus on operational excellence and innovation.",1952,239,21.720407813015505,36.03554040644359,21777.83124432984,2708.1465086438748,positive,0,,,,,,,,,,,,,
ntilt_067,Bharti Airtel Limited,BHARTIARTL,Telecom,2024,Q1,quarterly,https://www.bseindia.com/xml-data/corpfiling/BHARTIARTL_2024_Q1.pdf,22/08/2024,"The fiscal year reflected a cautious operating environment with the company delivering steady performance despite facing certain headwinds. While growth momentum was slower than anticipated, we maintained operational stability and continued to execute our strategic initiatives.

Revenue grew modestly by 1.81328483013705% to ₹5529.596699606626 crores, below our initial projections due to softer demand in certain segments. However, we saw encouraging trends in our focus areas and maintained our competitive position in key markets. Product mix remained favorable with higher-margin segments contributing positively to overall performance.

Net profit stood at ₹794.2620129163681 crores, representing a -2.5499997643257224% change from the previous year. While profitability was impacted by increased investments in growth initiatives and higher compliance costs, we maintained healthy margins in our core business segments. Earnings quality remained strong with good cash conversion.

The balance sheet remained robust with comfortable liquidity levels and manageable debt ratios. We continued to generate positive operating cash flows of ₹5059.903229347281 crores, enabling us to fund growth investments while maintaining dividend payments. Credit metrics remained well within acceptable ranges.

Market conditions varied across segments, with some areas experiencing pricing pressure while others showed stability. We focused on operational excellence and customer satisfaction to differentiate our offerings. Innovation investments continued as we developed new products and services for evolving customer needs.

The management team remains cautiously optimistic about medium-term prospects while acknowledging near-term uncertainties. We are well-positioned to navigate challenging conditions while capitalizing on opportunities for sustainable growth.",1860,238,1.81328483013705,-2.5499997643257224,5529.596699606626,794.2620129163681,slight_negative,6,,,,,,,,,,,,,
ntilt_068,DLF Limited,DLF,Real Estate,2020,Q3,quarterly,https://www.bseindia.com/xml-data/corpfiling/DLF_2020_Q3.pdf,15/02/2020,"The fiscal year reflected a cautious operating environment with the company delivering steady performance despite facing certain headwinds. While growth momentum was slower than anticipated, we maintained operational stability and continued to execute our strategic initiatives.

Revenue grew modestly by 1.6316714543337447% to ₹22140.223217883988 crores, below our initial projections due to softer demand in certain segments. However, we saw encouraging trends in our focus areas and maintained our competitive position in key markets. Product mix remained favorable with higher-margin segments contributing positively to overall performance.

Net profit stood at ₹1656.7248072692662 crores, representing a -19.747328858462858% change from the previous year. While profitability was impacted by increased investments in growth initiatives and higher compliance costs, we maintained healthy margins in our core business segments. Earnings quality remained strong with good cash conversion.

The balance sheet remained robust with comfortable liquidity levels and manageable debt ratios. We continued to generate positive operating cash flows of ₹5237.435848575151 crores, enabling us to fund growth investments while maintaining dividend payments. Credit metrics remained well within acceptable ranges.

Market conditions varied across segments, with some areas experiencing pricing pressure while others showed stability. We focused on operational excellence and customer satisfaction to differentiate our offerings. Innovation investments continued as we developed new products and services for evolving customer needs.

The management team remains cautiously optimistic about medium-term prospects while acknowledging near-term uncertainties. We are well-positioned to navigate challenging conditions while capitalizing on opportunities for sustainable growth.",1864,238,1.6316714543337447,-19.747328858462858,22140.223217883988,1656.7248072692662,slight_negative,6,,,,,,,,,,,,,
ntilt_069,Oil and Natural Gas Corporation Limited,ONGC,Oil & Gas,2019,Q4,quarterly,https://www.bseindia.com/xml-data/corpfiling/ONGC_2019_Q4.pdf,15/06/2019,"The fiscal year marked another period of strong performance for the company, with robust growth across key business segments and improved profitability metrics. Market conditions were generally favorable, and we successfully executed our strategic initiatives while maintaining operational excellence.

Revenue increased by 12.475885918975369% to ₹36308.99256000685 crores, driven by strong demand across our product portfolio and successful market share gains. Our focus on innovation and customer satisfaction yielded positive results, with new product launches contributing significantly to growth. Pricing remained healthy with improved realization across segments.

Net profit grew by 18.41701194583728% to ₹4387.322568828061 crores, reflecting operational efficiency improvements and effective cost management. Return on equity improved to 22.830907736944994%, demonstrating strong capital utilization. We maintained healthy margins while investing in future growth opportunities and capacity expansion.

Cash flow generation remained robust at ₹7791.62334976857 crores, providing flexibility for strategic investments and shareholder returns. Working capital management improved with better inventory turnover and collection efficiency. The balance sheet remained strong with comfortable debt levels and adequate liquidity.

We continued to strengthen our market position through strategic partnerships and expansion into new geographies. Digital transformation initiatives showed positive results with improved operational efficiency and enhanced customer experience. Sustainability programs gained momentum with measurable improvements in environmental performance.

Looking ahead, we are optimistic about growth prospects given our strong market position and robust pipeline of opportunities. The management team remains committed to delivering sustainable value creation while maintaining our focus on operational excellence and innovation.",1951,239,12.475885918975369,18.41701194583728,36308.99256000685,4387.322568828061,positive,0,,,,,,,,,,,,,
ntilt_070,Reliance Industries Limited,RELIANCE,Oil & Gas,2021,Q1,quarterly,https://www.bseindia.com/xml-data/corpfiling/RELIANCE_2021_Q1.pdf,15/08/2021,"The fiscal year marked another period of strong performance for the company, with robust growth across key business segments and improved profitability metrics. Market conditions were generally favorable, and we successfully executed our strategic initiatives while maintaining operational excellence.

Revenue increased by 19.032441811600105% to ₹17017.715334279714 crores, driven by strong demand across our product portfolio and successful market share gains. Our focus on innovation and customer satisfaction yielded positive results, with new product launches contributing significantly to growth. Pricing remained healthy with improved realization across segments.

Net profit grew by 19.743157070383827% to ₹2161.893545410533 crores, reflecting operational efficiency improvements and effective cost management. Return on equity improved to 18.73351095867529%, demonstrating strong capital utilization. We maintained healthy margins while investing in future growth opportunities and capacity expansion.

Cash flow generation remained robust at ₹5386.787387146502 crores, providing flexibility for strategic investments and shareholder returns. Working capital management improved with better inventory turnover and collection efficiency. The balance sheet remained strong with comfortable debt levels and adequate liquidity.

We continued to strengthen our market position through strategic partnerships and expansion into new geographies. Digital transformation initiatives showed positive results with improved operational efficiency and enhanced customer experience. Sustainability programs gained momentum with measurable improvements in environmental performance.

Looking ahead, we are optimistic about growth prospects given our strong market position and robust pipeline of opportunities. The management team remains committed to delivering sustainable value creation while maintaining our focus on operational excellence and innovation.",1953,239,19.032441811600105,19.743157070383827,17017.715334279714,2161.893545410533,positive,0,,,,,,,,,,,,,
ntilt_071,Hero MotoCorp Limited,HEROMOTOCO,Automotive,2020,Annual,annual,https://www.bseindia.com/xml-data/corpfiling/HEROMOTOCO_2020_Annual.pdf,17/06/2020,"The fiscal year concluded with mixed results as the company faced headwinds from challenging market conditions while demonstrating operational resilience. Our performance reflected the broader industry trends, with certain segments showing stability while others experienced pressure.

Revenue for the year declined marginally by 4.6130228228560775% to ₹8211.464412520309 crores, primarily due to softer demand in select segments. However, we maintained market share in key categories and saw positive momentum in our newer product lines. Pricing remained under pressure due to competitive dynamics, though we implemented selective price increases where market conditions permitted.

Net profit decreased to ₹753.6735652896638 crores from ₹1151.787204642408 crores in the previous year, mainly due to higher input costs and increased investment in growth initiatives. While profitability was impacted, we maintained healthy cash generation and continued to invest in long-term capabilities. Return on equity stood at 15.275162699455691%, though below our medium-term targets.

Working capital management remained a focus area, with improvement in inventory turnover despite challenging demand conditions. We implemented several digital initiatives to enhance operational efficiency and customer experience. Technology investments increased during the year as we accelerated our digital transformation journey.

The regulatory environment remained dynamic with several policy changes affecting our industry. We maintained active engagement with regulatory bodies and industry forums to ensure compliance while advocating for business-friendly policies. Sustainability initiatives gained momentum with increased investment in environmental and social programs.

Management believes that while near-term challenges may persist, the company is well-positioned to capitalize on emerging opportunities. We remain committed to our strategic priorities while maintaining financial discipline and operational excellence.",2011,256,4.6130228228560775,2.277261263434344,8211.464412520309,753.6735652896638,mild_negative,8,,,,,,,,,,,,,
ntilt_072,Coal India Limited,COALINDIA,Mining,2021,Q3,quarterly,https://www.bseindia.com/xml-data/corpfiling/COALINDIA_2021_Q3.pdf,28/01/2021,"The fiscal year concluded with mixed results as the company faced headwinds from challenging market conditions while demonstrating operational resilience. Our performance reflected the broader industry trends, with certain segments showing stability while others experienced pressure.

Revenue for the year declined marginally by 5.5946777579499605% to ₹43422.04923959552 crores, primarily due to softer demand in select segments. However, we maintained market share in key categories and saw positive momentum in our newer product lines. Pricing remained under pressure due to competitive dynamics, though we implemented selective price increases where market conditions permitted.

Net profit decreased to ₹4271.402436495062 crores from ₹5393.946374231867 crores in the previous year, mainly due to higher input costs and increased investment in growth initiatives. While profitability was impacted, we maintained healthy cash generation and continued to invest in long-term capabilities. Return on equity stood at 14.836624682544775%, though below our medium-term targets.

Working capital management remained a focus area, with improvement in inventory turnover despite challenging demand conditions. We implemented several digital initiatives to enhance operational efficiency and customer experience. Technology investments increased during the year as we accelerated our digital transformation journey.

The regulatory environment remained dynamic with several policy changes affecting our industry. We maintained active engagement with regulatory bodies and industry forums to ensure compliance while advocating for business-friendly policies. Sustainability initiatives gained momentum with increased investment in environmental and social programs.

Management believes that while near-term challenges may persist, the company is well-positioned to capitalize on emerging opportunities. We remain committed to our strategic priorities while maintaining financial discipline and operational excellence.",2011,256,5.5946777579499605,-3.1124238904651484,43422.04923959552,4271.402436495062,mild_negative,8,,,,,,,,,,,,,
ntilt_073,ITC Limited,ITC,FMCG,2021,Q3,quarterly,https://www.bseindia.com/xml-data/corpfiling/ITC_2021_Q3.pdf,28/01/2021,"The fiscal year concluded with mixed results as the company faced headwinds from challenging market conditions while demonstrating operational resilience. Our performance reflected the broader industry trends, with certain segments showing stability while others experienced pressure.

Revenue for the year declined marginally by 5.317753583328505% to ₹38921.66870559405 crores, primarily due to softer demand in select segments. However, we maintained market share in key categories and saw positive momentum in our newer product lines. Pricing remained under pressure due to competitive dynamics, though we implemented selective price increases where market conditions permitted.

Net profit decreased to ₹4146.483461535091 crores from ₹5568.609940819952 crores in the previous year, mainly due to higher input costs and increased investment in growth initiatives. While profitability was impacted, we maintained healthy cash generation and continued to invest in long-term capabilities. Return on equity stood at 14.763271915148039%, though below our medium-term targets.

Working capital management remained a focus area, with improvement in inventory turnover despite challenging demand conditions. We implemented several digital initiatives to enhance operational efficiency and customer experience. Technology investments increased during the year as we accelerated our digital transformation journey.

The regulatory environment remained dynamic with several policy changes affecting our industry. We maintained active engagement with regulatory bodies and industry forums to ensure compliance while advocating for business-friendly policies. Sustainability initiatives gained momentum with increased investment in environmental and social programs.

Management believes that while near-term challenges may persist, the company is well-positioned to capitalize on emerging opportunities. We remain committed to our strategic priorities while maintaining financial discipline and operational excellence.",2010,256,5.317753583328505,-16.406111862972597,38921.66870559405,4146.483461535091,mild_negative,8,,,,,,,,,,,,,
